教学班,培养类型,课程代码,课程名称,课程性质,课程类别,授课语言,学分,学时,教师,上课信息,选课要求,面向对象,限制对象,本科生容量/已选,研究生容量/已选,开课院系
形势与政策-08班-中文,本,IPE105,形势与政策 Situation and Policy,必修,通识必修课,中文,2.0,32.0,杨皓旭,"1-15周,星期三第3-4节 商学院102",,,,80/81,0/0,马克思主义学院
形势与政策-09班-中文,本,IPE105,形势与政策 Situation and Policy,必修,通识必修课,中文,2.0,32.0,杨皓旭,"1-15周,星期三第7-8节 商学院101",,,,80/86,0/0,马克思主义学院
马克思主义基本原理实践课-01班-中文-后置名单,本,IPE107,马克思主义基本原理实践课 Practice Course of the Basic Principles of Marxism,必修,通识必修课,中文,1.0,32.0,,,,,,1000/0,0/0,马克思主义学院
思想道德与法治-02班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,兰美荣,"1-15周,星期一第7-8节 智华楼102",,,,70/70,0/0,马克思主义学院
思想道德与法治-03班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,兰美荣,"1-15周,星期二第5-6节 智华楼102",,,,70/68,0/0,马克思主义学院
思想道德与法治-04班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,兰美荣,"1-15周,星期二第7-8节 智华楼102",,,,70/72,0/0,马克思主义学院
思想道德与法治-05班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,兰美荣,"1-15周,星期三第5-6节 智华楼102",,,,70/71,0/0,马克思主义学院
思想道德与法治-06班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,兰美荣,"1-15周,星期三第7-8节 智华楼102",,,,70/70,0/0,马克思主义学院
思想道德与法治-07班-中文,本,IPE111,思想道德与法治 Morality and Rul e of Law,必修,通识必修课,中文,2.0,32.0,杨少曼,"1-15周,星期一第3-4节 智华楼102",,,,70/73,0/0,马克思主义学院
思想道德与法治-08班-中文,本,IPE111,思想道德与法治 Morality and Rule of Law,必修,通识必修课,中文,2.0,32.0,杨少曼,"1-15周,星期二第3-4节 智华楼102",,,,70/71,0/0,马克思主义学院
马克思主义基本原理-01班-中文,本,IPE112,马克思主义基本原理 The Principles of Marxism,必修,通识必修课,中文,2.0,32.0,杨贻旭,"1-15周,星期二第9-10节 华楼107",,,,88/97,0/0,马克思主义学院
马克思主义基本原理-02班-中文,本,IPE112,马克思主义基本原理 The Principles of Marxism,必修,通识必修课,中文,2.0,32.0,杨贻旭,"1-15周,星期三第9-10节 智华楼107",,,,88/97,0/0,马克思主义学院
马克思主义基本原理-03班-中文,本,IPE112,马克思主义基本原理 The Principles of Marxism,必修,通识必修课,中文,2.0,32.0,杨贻旭,"1-15周,星期四第3-4节 智华楼102",,,,65/65,0/0,马克思主义学院
马克思主义基本原理-04班-中文,本,IPE112,马克思主义基本原理 The Principles of Marxism,必修,通识必修课,中文,2.0,32.0,尹玮煜,"1-15周,星期三第3-4节 商学院103",,,,80/80,0/0,马克思主义学院
马克思主义基本原理-05班-中文,本,IPE112,马克思主义基本原理 The Principles of Marxism,必修,通识必修课,中文,2.0,32.0,尹玮煜,"1-15周,星期三第5-6节 商学院103",,,,80/81,0/0,马克思主义学院
力学-01班-英文-后置名单,本,JEIE203,力学 Mechanics for Biomedical Engineering,必修,专业必修课,英文,3.0,48.0,Kawal Rhode-KCL Vishwesh Kulkarni Oliver Witard-KCL,"1-12周,星期一第5-6节 一教401
1-12周,星期三第1-2节 一教401",选课要求:仅面向联合医学院生物医学工程专业学生开放,,,30/26,0/0,南方科技大学伦敦国王学院医学院
解剖学与生理学-01班-英文-后置名单,本,JEIE204,解剖学与生理学 Introduction to Anatomy & Physiology,必修,专业必修课,英文,3.0,64.0,Kawal Rhode-KCL Vishwesh Kulkarni Oliver Witard-KCL,"1-12周,星期四第1-2节 一教401
1-11周,星期四第1-2节 一教401
1-10,12周,星期四第1-2节 一教401
3-6周,星期一第3-4节 一教401
3-10周,星期二第5-6节 一教401
11周,星期四第1-2节 台州楼501-3
12周,星期四第1-2节 台州楼501-3",选课要求:仅面向联合医学院生物医学工程专业学生开放,,,30/26,0/0,南方科技大学伦敦国王学院医学院
实习实践-团队项目（生物医学工程专业议题）-01班-英文-后置名单,本,JEIE205,实习实践-团队项目（生物医学工程专业议题）Internship-Group Work (Biomedical Engineering Professional Issues),必修,实践,英文,4.0,128.0,Vishwesh Kulkarni Maria Deprez-KCL Kaw al Rhode-KCL,"6-9周,星期二第1-2节 一教401 6-10,12,13周,星期五第3-4节 一教401 6-13周,星期五第3-4节 一教401 7-12周,星期三第5-6节 一教401 7-8,10-12周,星期三第5-6节 一教401 7-12周,星期三第7-8节 一教401 9周,星期三第5-6节 一教411 12周,星期五第5-6节 一教401",仅面向联合医学院生物医学工程专业学生开放,,,30 / 26,0 / 0,南方科技大学伦敦国王学院医学院
医用大学物理-01班-英文-后置名单,本,JEIS101,医用大学物理 Physics for Health Sciences,必修,通识必修课,英文,4.0,64.0,丁忞,"1-15周,星期三第7-8节 一教226 1-15周,星期五第7-8节 一教226",仅对联合医生物医学科学专业学生开放,,,45 / 43,0 / 0,南方科技大学伦敦国王学院医学院
BMS科研创新项目I-01班-双语-后置名单,本,JEIS401,BMS Projects of Science and Technology I,必修,实践,双语,2.0,64.0,杨亮,,仅对联合医生物医学专业学生开放,,,30 / 0,0 / 0,南方科技大学 伦勃朗王学院医学院
数学分析II-01班-中文,本,MA102a,Mathematical Analysis II,必修,通识必修课,中文,5.0,96.0,付云皓 数学外聘老师,"1-15周,星期一第1-2节 智华楼106 1-10,12-15周,星期三第3-4节 智华楼10 6 11周,星期三第3-4节 智华楼106",,,,90 / 89,0 / 0,数学系
数学分析II-02班-中文,本,MA102a,Mathematical Analysis II,必修,通识必修课,中文,5.0,96.0,袁望均,"1-15周,星期二第7-8节 智华楼208 1-15周,星期五第3-4节 智华楼208",,,,80 / 31,0 / 0,数学系
线性代数精讲-01班-英文,本,MA109,Advanced Linear Algebra,必修,专业基础课,英文,4.0,64.0,陈毅茂,"1-15周,星期二第5-6节 一教427 1-15周,星期五第5-6节 一教427",,,,60 / 54,0 / 0,数学系
高等代数II-01班-中文,本,MA111,高等代数II,必修,专业基础课,中文,4.0,64.0,陆康,"上课信息: 1-14周,星期二第3-4节 一教504 1-15周,星期四第1-2节 一教504 14周,星期六第5-6节 一教123",,,,50/23,0/0,数学系
线性代数-01班-双语,本,MA113,线性代数,必修,通识必修课,双语,4.0,64.0,钟华,"上课信息: 1-15周,星期二第1-2节 一教111 1-15周,星期四第3-4节 一教111",,,,113/110,0/0,数学系
线性代数-02班-双语,本,MA113,线性代数,必修,通识必修课,双语,4.0,64.0,钟华,"上课信息: 1-15周,星期二第3-4节 一教111 1-15周,星期四第1-2节 一教111",,,,113/111,0/0,数学系
线性代数-03班-英文,本,MA113,线性代数,必修,通识必修课,英文,4.0,64.0,陈懿茂,"上课信息: 1-15周,星期二第1-2节 智华楼106 1-15周,星期四第3-4节 智华楼106",,,,115/118,0/0,数学系
线性代数-04班-双语,本,MA113,线性代数,必修,通识必修课,双语,4.0,64.0,陈懿茂,"上课信息: 1-15周,星期一第5-6节 智华楼106 1-15周,星期三第5-6节 智华楼106",,,,115/117,0/0,数学系
线性代数-06班-双语,本,MA113,线性代数 Linear Algebra,必修,通识必修课,双语,4.0,64.0,邬龙庭,"1-15周,星期三第7-8节 智华楼206 1-15周,星期五第5-6节 智华楼206",,,,115/111,0/0,数学系
高等数学（上）-01班-双语,本,MA117,高等数学（上） Calculus I,必修,通识必修课,双语,4.0,64.0,杨重鸣,"1-15周,星期一第5-6节 智华楼104 1-15周,星期三第5-6节 智华楼104",,,,80/14,0/0,数学系
高等代数II(H)-01班-双语,本,MA121,高等代数II(H) Advanced Linear Algebra II (H),必修,专业基础课,双语,4.0,64.0,马梓铭,"1-15周,星期三第7-8节 智华楼301 1-15周,星期五第5-6节 智华楼301",,,,28/27,0/0,数学系
数学分析II(H)-01班-中文,本,MA122,数学分析II(H) Mathematical Analysis II (H),必修,专业基础课,中文,5.0,96.0,付云皓,"1-15周,星期一第5-6节 智华楼301 1-15周,星期三第5-6节 智华楼301",,,,22/22,0/0,数学系
集合论初步-01班-双语-后署名单,本,MA126,集合论初步 Introduction to Set Theory,选修,专业选修课,双语,1.0,32.0,刘博辰,,讨论班,,,10/0,0/0,数学系
成、功能与应用-01班-英文,研,BIO5032,"Natural Product/Drug Biosynthesis, Function and Application",选修,专业选修课,英文,3.0,48.0,,"1-15周,星期一第7-8节 一教524 1-15周,星期三第1-2节 一教524",,,"院:深圳理工大学,层次:硕士;",0/0,25/5,生物系
行为神经科学-01班-英文,研,BIO5036,行为神经科学 Behavioral neurosciece,选修,专业选修课,英文,3.0,48.0,陈小青,"1-15周,星期二第3-4节 一教524 1-15周,星期三第9-10节 一教524",,,"年级:2025,学院:深圳理工大学,层次:硕士;",0/0,25/10,生物系
研究生科研进展汇报-01班-中文,研,BIO5042,研究生科研进展汇报 Graduate Seminar,选修,专业选修课,中文,2.0,32.0,"郑梅珍,饶枫","1-8周,星期四第7-8节 一教108 9-15周,星期四第7-8节 一教108",,"学院:生命科学学院,学院:生物系;","年级:2025,学院:深圳理工大学,层次:硕士;",0/0,55/55,生物系
前沿基因工程技术与应用-01班-英文,研,BIO5043,前沿基因工程技术与应用 Advanced Genetic Engineering Technology and Application,选修,专业选修课,英文,3.0,48.0,梁超,"1-9周,13,15周,星期二第1-2节 一教124 1-15周,星期三第7-8节 一教124 11周,星期日第7-8节 一教124",,,"年级:2025,学院:深圳理工大学,层次:硕士;",0/0,25/11,生物系
高级动物生理学-01班-英文,研,BIO5044,高级动物生理学 Advanced Animal Physiology,选修,专业选修课,英文,3.0,48.0,程龙珍,"1-15周,星期一第3-4节 一教123 2-14双周,星期三第1-2节 一教123",,,"年级:2025,学院:深圳理工大学,层次:硕士;",0/0,25/6,生物系
高等数学（下）-03班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,杨燕,"1-15周,星期二第1-2节 智华楼208
1-15周,星期四第3-4节 智华楼208",,,,110/112,0/0,数学系
高等数学（下）-04班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,杨光,"1-15周,星期二第7-8节 智华楼206
1-15周,星期五第3-4节 智华楼206",,,,110/104,0/0,数学系
高等数学（下）-05班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,师子鸣,"1-15周,星期二第5-6节 智华楼106
1-15周,星期五第7-8节 智华楼106",,,,100/70,0/0,数学系
高等数学（下）-06班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,孙景瑞,"1-15周,星期二第5-6节 智华楼207
1-15周,星期五第7-8节 智华楼207",,,,110/12,0/0,数学系
高等数学（下）-07班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,刘博辰,"1-15周,星期二第5-6节 智华楼206
1-15周,星期五第7-8节 智华楼206",,,,110/107,0/0,数学系
高等数学（下）-12班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,花永霞,"1-15周,星期一第5-6节 智华楼206
1-15周,星期三第5-6节 智华楼206",,,,110 / 110,0 / 0,数学系
高等数学（下）-13班-双语,本,MA127,高等数学（下）Calculus II,必修,通识必修课,双语,4.0,64.0,RONG WANG(王融),"1-15周,星期一第5-6节 智华楼207
1-15周,星期三第5-6节 智华楼207",,,,110 / 110,0 / 0,数学系
常微分方程A -01班-双语,本,MA201a,常微分方程A Ordinary Differential Equations A,必修,专业核心课,双语,4.0,80.0,张文龙,"1-15周,星期二第3-4节 一教427
1-15周,星期四第3-4节 一教427",,,,80 / 79,0 / 0,数学系
常微分方程A -02班-英文,本,MA201a,常微分方程A Ordinary Differential Equations A,必修,专业核心课,英文,4.0,80.0,Alexander Kurganov,"1-13周,星期三第7-8节 智华楼103
1-5,7-13,15周,星期五第3-4节 智华楼103
4周,星期日第7-8节 智华楼103
11周,星期日第7-8节 智华楼103
12周,星期日第3-4节 智华楼103",,,,80 / 24,0 / 0,数学系
常微分方程B -01班-英文,本,MA201b,常微分方程B Ordinary Differential Equations B,必修,专业基础课,英文,4.0,80.0,Raul Mario Ures De La Madrid,"1-15周,星期一第1-2节 智华楼306 1-15单周,星期三第1-2节 智华楼306",,,,50 / 21,0 / 0,数学系
常微分方程B -02班-双语,本,MA201b,常微分方程B Ordinary Differential Equations B,必修,专业基础课,双语,4.0,80.0,董世杰,"1-15周,星期五第3-4节 一教108 2-14双周,星期三第5-6节 一教108",,,,60 / 49,0 / 0,数学系
复变函数-01班-双语,本,MA202,复变函数 Complex Analysis,必修,专业核心课,双语,3.0,48.0,李晨,"1-15周,星期三第5-6节 智华楼204 2-14双周,星期一第5-6节 智华楼204",,,,80 / 66,0 / 0,数学系
数理统计-01班-双语,本,MA204,数理统计 Mathematical Statistics,必修,专业基础课,双语,3.0,48.0,田国梁,"1-15周,星期一第7-8节 智华楼206 1-15单周,星期四第1-2节 智华楼206",,,,120 / 112,0 / 0,统计与数据科学系
离散数学-01班-英文,本,MA205,离散数学 Discrete Mathematics,选修,专业选修课,英文,3.0,48.0,Ferdinand Ihringer,"1-15周,星期一第3-4节 智华楼303 1-15单周,星期三第3-4节 智华楼303",,,,50 / 7,0 / 0,数学系
应用随机过程-01班-双语,本,MA208,应用随机过程 Applied Stochastic Processes,必修,专业核心课,双语,3.0,48.0,洪杰荣,"1-15周,星期二第7-8节 一教110<br/>1-15周,星期四第9-10节 一教110",,,,100 / 84,0 / 0,数学系
运筹学-01班-英文,本,MA210,运筹学 Operations Research,选修,专业选修课,英文,3.0,48.0,张进 克伟,"1-15周,星期一第9-10节 智华楼103<br/>1-9,11-15周,星期三第9-10节 智华楼10<br/>3<br/>10周,星期三第9-10节 智华楼103",,,,60 / 16,0 / 0,数学系
概率论与数理统计-01班-双语,本,MA212,概率论与数理统计 Probability and Statistics,必修,专业基础课,双语,3.0,48.0,能捷,"1-15周,星期四第3-4节 商学院102<br/>2-14双周,星期二第3-4节 商学院102",,,,70 / 65,0 / 0,数学系
概率论与数理统计-02班-双语,本,MA212,概率论与数理统计 Probability and Statistics,必修,专业基础课,双语,3.0,48.0,温家强,"1-15周,星期一第3-4节 智华楼207<br/>1-15周,星期三第3-4节 智华楼207",,,,70 / 105,0 / 0,数学系
抽象代数(H)-01班-双语,本,MA219,抽象代数(H) Abstract Algebra (H),必修,专业核心课,双语,3.0,48.0,李展,"1-15周,星期三第3-4节 智华楼302 2-14双周,星期一第3-4节 智华楼302",,,,40/30,0/0,数学系
傅里叶分析-01班-英文,本,MA229,傅里叶分析 Fourier Analysis,选修,专业选修课,英文,3.0,48.0,"SANTORO SALOMAO, PEDRO ANTONIO","1-15周,星期一第3-4节 一教224 2-14双周,星期三第3-4节 一教224",,,,60/25,0/0,数学系
常微分方程A(H)-01班-英文,本,MA230,常微分方程A(H) Ordinary Differential Equations A (H),必修,专业核心课,英文,4.0,80.0,苏琳琳,"1-15周,星期二第3-4节 智华楼301 2-14双周,星期四第3-4节 智华楼301",,,,30/31,0/0,数学系
复变函数(H)-01班-英文,本,MA232,复变函数(H) Complex Analysis (H),必修,专业核心课,英文,3.0,48.0,INGRID MARY IRMER,"1-15周,星期一第7-8节 一教224 2-14双周,星期三第7-8节 一教224",,,,38/37,0/0,数学系
大数据导论与实践-01班-双语,本,MA234,大数据导论与实践 Introduction to Theoretical and Practical Data Sci,选修,专业选修课,双语,4.0,80.0,张振,"1-15周,星期二第5-6节 华楼204 1-15单周,星期五第3-4节 智华楼204 1-15周,星期五第9-10节 智华楼509机房",,,,54/29,0/0,数学系
